title,release_date,pageid,qid,rating,popularity,revenue,total_pageview
King Arthur: Legend of the Sword,2017-05-10,43679538,Q19569225,6.536,33.349,148675066,131138
Ace Ventura: Pet Detective,1994-02-04,336808,Q340138,6.544,28.829,107217396,200995
Inside Man,2006-03-17,3592692,Q81224,7.399,24.586,186003591,247044
Monty Python and the Holy Grail,1975-05-25,19701,Q25043,7.797,28.015,1940906,204623
Die Hard 2,1990-07-03,433824,Q105993,6.923,35.157,240031094,210786
Just Go with It,2011-02-10,26107567,Q747496,6.673,43.196,214945591,279862
Cars 3,2017-06-15,41498488,Q21079862,6.853,62.961,383925276,213144
Annabelle: Creation,2017-08-03,49903887,Q21511509,6.6,53.098,306515884,92015
The Goonies,1985-06-07,89631,Q636043,7.52,37.406,61389680,536495
Five Feet Apart,2019-03-14,57595136,Q55080312,8.287,29.178,92600000,167620
Jurassic World Dominion,2022-06-01,56654601,Q55178974,6.787,113.897,1001978080,530868
G.I. Joe: Retaliation,2013-03-27,32910742,Q1146345,5.609,40.343,371876278,100552
Who Framed Roger Rabbit,1988-06-21,76018,Q379873,7.52,29.829,329803958,329703
Everything Everywhere All at Once,2022-03-24,58342225,Q83808444,7.822,64.278,139200000,990211
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-12-02,22274150,Q474082,6.433,38.313,415686217,111339
The Hurt Locker,2008-10-10,16733548,Q183066,7.254,24.144,49230772,201021
Zombieland: Double Tap,2019-10-09,59183162,Q58879016,6.955,33.951,122801777,158647
School of Rock,2003-10-03,805097,Q820753,7.071,22.223,131095990,262397
Liar Liar,1997-03-21,657446,Q48980,6.667,28.978,302710615,150096
Collateral Beauty,2016-12-15,47503332,Q22977777,7.239,15.804,88528280,47891
The Wizard of Oz,1939-08-15,561315,Q193695,7.571,44.236,33754967,1442211
The Iron Giant,1999-08-06,842825,Q867283,7.925,41.39,23159305,272167
Pitch Perfect 2,2015-05-07,41890130,Q16619265,6.864,25.942,287506194,100500
The Machinist,2004-07-02,1052133,Q845252,7.52,15.629,8203235,164314
After We Collided,2020-09-02,61533421,Q66498260,7.202,121.032,42000000,144352
Apocalypto,2006-12-07,2308701,Q188035,7.567,51.114,120673227,386465
Due Date,2010-11-03,23829273,Q569941,6.35,19.067,211780824,69597
Citizen Kane,1941-04-17,5224,Q24815,8.015,28.218,23218000,507044
The Matrix Resurrections,2021-12-16,61567171,Q80322391,6.479,52.143,156497322,478745
Mars Attacks!,1996-12-13,3565461,Q271690,6.396,23.282,101371017,196374
Creed II,2018-11-21,49017340,Q50233658,7.015,45.172,214215889,128141
Guardians of the Galaxy Vol. 3,2023-05-03,51126744,Q29226331,8.023,318.516,845430302,630645
Bad Boys II,2003-07-18,1037237,Q539269,6.598,31.463,273339556,403736
The Purge: Election Year,2016-06-29,44045542,Q20724304,6.394,32.648,118587880,154084
The Transporter,2002-10-02,972958,Q819972,6.696,26.061,43928932,72767
Once Upon a Time in America,1984-05-23,442308,Q206388,8.427,42.059,5500000,377514
Percy Jackson: Sea of Monsters,2013-08-07,36699915,Q2984104,6.028,24.018,199850315,91282
The Favourite,2018-11-23,48856016,Q22001133,7.537,18.954,95918706,448983
Face/Off,1997-06-27,648921,Q223887,7.019,24.879,245676146,192858
The Kissing Booth 2,2020-07-24,61345131,Q73535881,7.703,25.333,0,58064
Saw II,2005-10-28,1640736,Q270410,6.564,111.416,147748505,135904
Hellboy II: The Golden Army,2008-07-11,5292154,Q651196,6.752,28.563,160388063,108090
Batman Forever,1995-06-16,4730,Q221345,5.409,40.247,336529144,289486
National Treasure: Book of Secrets,2007-12-13,3710785,Q388360,6.321,32.036,459242249,140796
13 Going on 30,2004-04-13,607444,Q224187,6.733,26.074,96455697,216771
Happy Feet,2006-11-16,1499348,Q126800,6.174,33.717,384335608,183841
Cowboys & Aliens,2011-07-29,26252728,Q725578,5.588,26.069,174822325,178185
Love & Other Drugs,2010-11-22,24229540,Q733722,7.037,45.032,102820008,210370
Death Proof,2007-05-22,8586619,Q1137310,6.824,28.985,31126421,289542
Lemony Snicket's A Series of Unfortunate Events,2004-12-16,1228937,Q116905,6.814,25.604,209073645,142068
Romeo + Juliet,1996-11-01,202652,Q463313,6.795,21.63,147298761,283024
Paranormal Activity,2007-09-14,24366494,Q381028,5.991,35.429,193355800,226390
Dredd,2012-09-07,28882162,Q276772,6.817,28.024,41037742,199039
Crimson Peak,2015-10-13,39031627,Q15729025,6.641,23.058,74679822,154635
Jack the Giant Slayer,2013-02-27,31057369,Q27513,5.818,44.613,197687603,69043
Terminator: Dark Fate,2019-10-23,56733729,Q39072454,6.455,39.447,261119292,347661
The Equalizer 2,2018-07-19,46958961,Q41493467,6.705,81.313,190400157,441325
In Bruges,2008-02-08,9541497,Q244931,7.479,17.315,34533783,131620
John Wick: Chapter 4,2023-03-22,61747554,Q80322358,7.814,482.538,426978565,642073
Law Abiding Citizen,2009-10-15,21488473,Q951071,7.373,39.664,127944208,321871
Bridget Jones's Diary,2001-04-13,1774803,Q752313,6.744,26.933,281929795,154952
Wrath of Man,2021-04-22,62000065,Q74190990,7.669,56.933,103966489,277561
A Nightmare on Elm Street,1984-11-09,3028191,Q329434,7.324,32.056,57000000,397479
The Expendables 3,2014-08-07,38055726,Q14370516,6.224,89.686,214700000,114880
Meet Joe Black,1998-11-12,716738,Q676513,7.302,43.274,142940100,655045
The Lego Batman Movie,2017-02-08,44079493,Q23013169,7.222,29.4,311950384,158802
The Holiday,2006-12-08,2793610,Q478748,7.078,19.822,194168700,395274
There's Something About Mary,1998-07-15,277149,Q177374,6.585,28.083,369884651,166461
The Huntsman: Winter's War,2016-04-06,45086775,Q18485021,6.288,23.024,164989338,98392
RoboCop,1987-07-17,445066,Q372514,7.297,38.935,53424681,331899
American Pie 2,2001-08-10,241471,Q329127,6.218,33.988,287553595,70315
The Place Beyond the Pines,2013-03-14,33572843,Q1754980,6.963,24.548,47135966,283779
Glass Onion: A Knives Out Mystery,2022-11-12,62754921,Q84712797,7.059,48.932,13280000,459835
Panic Room,2002-03-29,450141,Q741042,6.757,20.66,197079546,154693
Jack Reacher: Never Go Back,2016-10-19,46787898,Q21168538,5.945,57.904,162146076,263555
Ferris Bueller's Day Off,1986-06-11,88326,Q498906,7.603,39.933,70136369,457286
Men in Black: International,2019-06-12,43788307,Q55439830,5.937,24.845,253890701,142803
El Camino: A Breaking Bad Movie,2019-10-11,59949241,Q61741521,6.948,23.311,0,339238
Geostorm,2017-10-12,43962278,Q18342910,6.11,84.712,221600160,137724
Meet the Fockers,2004-12-22,962010,Q740489,6.233,23.853,516642939,157830
White House Down,2013-06-27,37053250,Q2350772,6.446,34.496,205366737,158505
London Has Fallen,2016-03-02,43222494,Q18350210,6.182,39.273,205754447,137749
Bad Teacher,2011-05-16,28174450,Q798797,5.579,21.898,216197492,122469
Spider-Man: Across the Spider-Verse,2023-05-31,59183000,Q76448600,8.442,512.336,683241751,1043738
Alien Resurrection,1997-11-12,213246,Q458314,6.131,31.359,162000000,476532
The Blair Witch Project,1999-07-14,18841979,Q644554,6.336,30.098,248639099,529147
Blade II,2002-03-22,479757,Q159638,6.516,28.515,155010032,151207
G.I. Joe: The Rise of Cobra,2009-08-03,13734892,Q288645,5.762,60.412,302469017,103856
Burn After Reading,2008-09-05,8344046,Q381731,6.64,19.126,163720069,227160
The Mortal Instruments: City of Bones,2013-08-21,36875855,Q59346,6.435,27.548,95396573,86239
Lord of War,2005-09-16,2643692,Q308681,7.281,23.573,72617068,207918
Uncut Gems,2019-08-30,58604078,Q56312570,7.1,22.206,50020902,454709
Dilwale Dulhania Le Jayenge,1995-10-20,274258,Q849343,8.552,33.575,100000000,82191
Exodus: Gods and Kings,2014-12-03,39423652,Q14942871,5.847,78.892,268031828,134228
Scary Movie 2,2001-07-04,532618,Q642501,5.783,57.251,141220678,200644
Moulin Rouge!,2001-05-24,142481,Q193573,7.575,18.612,179213434,366093
The Invisible Guest,2017-01-06,53642467,Q28114432,8.12,26.356,30000000,12447
The DUFF,2015-02-20,44062548,Q18389602,6.8,11.04,43528634,63358
The Adjustment Bureau,2011-03-03,23778776,Q492089,6.734,21.953,127869379,146874
The Royal Tenenbaums,2001-10-05,223268,Q935105,7.496,33.203,71441250,178279
Ice Age: Collision Course,2016-06-23,47460310,Q15965953,6.073,38.552,408579038,108376
Lethal Weapon,1987-03-06,235418,Q462447,7.286,27.89,120207127,182943
Neighbors 2: Sorority Rising,2016-05-04,45338160,Q20899742,5.817,17.212,108758521,62376
The Black Phone,2022-06-22,66372975,Q105584511,7.701,51.024,161440742,386397
Zero Dark Thirty,2012-12-19,34953010,Q152531,6.981,22.073,132820716,369947
Knight and Day,2010-06-15,24586901,Q679918,6.195,24.293,261989769,116070
American Reunion,2012-04-04,31631257,Q303040,6.283,36.476,234989584,97927
Dirty Grandpa,2016-01-20,44684319,Q18669866,5.913,27.388,94073028,107564
Pain & Gain,2013-04-18,32258845,Q766427,6.243,72.596,87305549,183460
The Mummy: Tomb of the Dragon Emperor,2008-07-01,957331,Q240713,5.469,34.964,403449830,127199
Zoolander,2001-09-28,305909,Q220192,6.2,34.513,60780981,190779
Wedding Crashers,2005-07-13,1385251,Q238866,6.473,31.639,288485135,189035
Airplane!,1980-07-02,46505,Q497256,7.282,32.122,83453539,290576
Don Jon,2013-09-12,36930332,Q499918,6.0,31.696,0,163555
The Fighter,2010-12-10,23652051,Q323472,7.38,18.173,93617009,150798
The Passion of the Christ,2004-02-25,195246,Q51668,7.47,43.729,611899420,534027
Rocky IV,1985-11-21,104984,Q387638,7.076,38.532,300473716,173314
Clueless,1995-07-19,105872,Q931165,7.273,34.275,56631572,368247
Saw III,2006-10-26,3636498,Q276392,6.382,103.272,164874275,114051
Ant-Man and the Wasp: Quantumania,2023-02-15,62221565,Q105359456,6.431,173.694,476071180,285955
Okja,2017-06-28,48473717,Q23932553,7.389,18.143,0,102352
Rocky II,1979-06-15,149433,Q478366,7.259,32.759,85182160,114350
Unforgiven,1992-08-07,133574,Q104137,7.914,31.894,159157447,326004
Being John Malkovich,1999-10-29,349941,Q649165,7.415,37.883,22863596,222390
Cinema Paradiso,1988-11-17,1249349,Q464032,8.453,30.498,11990401,101198
Resident Evil: Apocalypse,2004-09-10,797798,Q161400,6.341,23.717,129394835,71097
Coming to America,1988-06-29,54540,Q493755,6.867,38.827,288752301,223259
Evan Almighty,2007-06-09,2576917,Q195949,5.551,29.604,174440724,116111
Journey 2: The Mysterious Island,2012-01-19,29561419,Q211545,6.145,42.913,355692760,99629
Ghostbusters II,1989-06-16,618929,Q492214,6.533,26.705,215394738,193167
The King's Man,2021-12-22,59223253,Q61633664,6.794,52.773,125928656,399434
The Internship,2013-06-07,36625840,Q4207359,6.253,1.204,44000000,110587
Once Upon a Time in the West,1968-12-21,284676,Q168154,8.294,48.342,5380118,241161
Grown Ups 2,2013-07-11,35867054,Q5611721,6.111,58.414,247022278,207017
Sing 2,2021-12-01,60457775,Q30933418,7.918,83.117,406000000,251693
Insidious: Chapter 2,2013-09-12,38350958,Q13423790,6.674,45.444,161000000,106606
Lone Survivor,2013-12-24,38927316,Q3258993,7.426,52.059,149295601,239964
Wrath of the Titans,2012-03-28,30470648,Q226773,5.725,39.132,301970083,90585
Ghostbusters: Afterlife,2021-11-11,59702217,Q61883088,7.451,59.556,191000000,690882
Bad Moms,2016-07-28,46652225,Q22074948,6.496,17.404,183936074,130087
28 Weeks Later,2007-04-26,5971538,Q221102,6.583,40.628,65048678,622878
Fast X,2023-05-17,61493667,Q31271369,7.265,1175.267,704709660,884997
Why Him?,2016-12-22,47627673,Q23058779,6.376,16.914,118102725,102326
Raging Bull,1980-11-14,25506,Q220780,8.0,27.108,23000000,231506
Horrible Bosses 2,2014-11-12,39518188,Q15275703,6.182,29.496,107670357,64345
The Skin I Live In,2011-08-17,29988111,Q1130310,7.524,21.077,33750478,250784
It's a Wonderful Life,1946-12-20,60164,Q204191,8.26,26.492,9644124,660607
Superman Returns,2006-06-28,1082656,Q328695,5.738,31.188,391081192,202530
Close Encounters of the Third Kind,1977-11-18,146236,Q320588,7.358,24.943,306889114,344941
The Edge of Seventeen,2016-11-18,48966119,Q21925075,7.174,20.798,18803648,167069
The Other Guys,2010-08-06,2549266,Q376807,6.294,21.508,170432927,226009
Anchorman: The Legend of Ron Burgundy,2004-06-28,709490,Q467076,6.7,16.584,90574188,198386
2 Guns,2013-08-02,37421987,Q3598715,6.532,26.88,131940411,119971
The Autopsy of Jane Doe,2016-12-21,51799007,Q27458304,6.755,26.895,6170043,297024
Penguins of Madagascar,2014-11-22,36430139,Q15616479,6.52,47.594,373552094,111031
Fantastic Beasts: The Secrets of Dumbledore,2022-04-06,49462314,Q18199332,6.721,73.975,406950844,308450
Vanilla Sky,2001-12-10,54030,Q110278,6.808,25.481,203388341,273566
The Adam Project,2022-03-11,65867428,Q104033835,7.052,39.813,0,202340
The Karate Kid,1984-06-22,91133,Q846679,7.181,33.435,130442786,426909
"O Brother, Where Art Thou?",2000-08-30,22216,Q501874,7.321,23.423,71870729,435667
Resident Evil: Extinction,2007-09-20,2271177,Q156069,6.286,10.493,148412065,57294
American Wedding,2003-08-01,241482,Q466423,6.2,35.612,231449203,57085
A Walk to Remember,2002-01-25,855797,Q219442,7.74,27.659,47494916,285256
A Million Ways to Die in the West,2014-05-22,40236518,Q13582568,6.008,41.822,86410000,164769
Ace Ventura: When Nature Calls,1995-11-10,537416,Q340127,6.3,26.697,212385533,71872
Underworld: Awakening,2012-01-19,30009835,Q680989,6.298,33.031,160112671,63794
Match Point,2005-10-26,2032945,Q733677,7.348,18.796,85306374,101235
A Fistful of Dollars,1964-09-12,441926,Q76479,7.848,29.315,14500000,247478
Con Air,1997-06-05,559847,Q607910,6.727,39.251,224012234,232413
Rocky III,1982-05-28,152328,Q241504,6.877,38.467,270000000,139372
Scary Movie 3,2003-10-24,880056,Q635937,5.971,38.063,220673217,138638
Lucky Number Slevin,2006-02-24,4235653,Q684470,7.479,21.607,56308881,91591
North by Northwest,1959-07-08,73412,Q223139,7.989,27.878,13275000,223396
Space Jam: A New Legacy,2021-07-08,58064305,Q56850065,6.829,45.412,163692228,183893
The Chronicles of Riddick,2004-06-11,670226,Q471976,6.5,13.058,115772733,112201
Before Sunrise,1995-01-27,805053,Q659609,7.973,22.285,5987386,170000
Underworld: Evolution,2006-01-12,1473196,Q646025,6.57,33.066,111476513,51815
R.I.P.D.,2013-07-18,32451592,Q3012553,5.822,35.812,61648500,73786
The Mask of Zorro,1998-07-16,705756,Q309621,6.55,34.609,250288523,128003
Rush Hour 2,2001-08-03,652539,Q830208,6.712,35.324,347325802,98247
The First Purge,2018-07-04,55124278,Q42048180,5.988,43.837,137056262,147386
The Ballad of Buster Scruggs,2018-11-09,54738613,Q37342034,7.145,48.29,0,352791
Scream 2,1997-12-12,600320,Q270599,6.5,42.672,172363301,181151
True Lies,1994-07-15,68374,Q110397,7.057,23.329,378882411,228056
Black Mirror: Bandersnatch,2018-12-28,59480957,Q60178661,6.768,14.994,0,68878
Knocked Up,2007-06-01,4295195,Q222800,6.266,22.351,219922417,204538
Resident Evil: Retribution,2012-09-12,31841233,Q83542,5.802,4.209,240159255,66541
Final Destination 2,2003-01-31,1128240,Q820009,6.2,38.853,90941129,135605
When Harry Met Sally...,1989-07-21,33270,Q471169,7.405,26.961,92823546,250059
What's Eating Gilbert Grape,1993-12-17,656608,Q660894,7.667,26.683,10032765,271937
Army of the Dead,2021-05-14,59935972,Q65648534,6.247,32.495,190700000,281156
Beverly Hills Cop,1984-12-05,680398,Q722267,7.185,26.61,316360478,483769
Spring Breakers,2013-01-24,34004505,Q1781285,5.216,24.581,31724284,180544
Legally Blonde,2001-07-13,444267,Q500093,6.749,27.111,141774679,348583
What Women Want,2000-12-15,106262,Q156394,6.434,27.368,374111707,152098
La Haine,1995-05-31,497081,Q466101,8.087,15.397,15300000,82537
Seven Psychopaths,2012-10-12,33757147,Q59610,6.809,14.825,33035736,97206
The Northman,2022-04-07,62079568,Q87126244,7.1,53.571,69633110,431087
A Cure for Wellness,2017-02-15,46921823,Q20649157,6.3,19.807,26620002,196901
Blade: Trinity,2004-12-08,1129583,Q217008,5.855,26.194,128905366,210277
The Evil Dead,1981-09-10,9294,Q327604,7.307,39.224,29612367,205089
"Hail, Caesar!",2016-02-05,43141407,Q18516636,5.914,13.853,63647656,117915
Billy Elliot,2000-09-28,168929,Q458629,7.592,22.18,109280263,125772
Annie Hall,1977-04-19,66870,Q233464,7.751,21.105,38288028,163233
For a Few Dollars More,1965-12-18,442300,Q153677,8.016,34.444,15000000,161571
Sin City: A Dame to Kill For,2014-08-20,3081811,Q1653396,6.4,52.627,39407616,94265
Rambo: Last Blood,2019-09-19,43829061,Q54854465,6.521,46.016,91490353,127237
Resident Evil: Afterlife,2010-09-09,15332396,Q324557,6.04,2.122,300228084,56108
GoldenEye,1995-11-16,268833,Q19089,6.88,26.642,352194034,204944
The Neon Demon,2016-05-31,45319501,Q19750881,6.534,12.96,3377430,99615
Final Destination 3,2006-02-09,1945359,Q820811,6.1,37.305,118890272,132253
Rambo: First Blood Part II,1985-05-21,583012,Q319783,6.619,52.373,300400432,150003
The Croods: A New Age,2020-11-25,39417686,Q24832743,7.521,63.456,215905815,86027
The Descent,2005-07-08,2253390,Q1367317,6.957,23.007,57130027,280482
White Chicks,2004-06-23,871056,Q575848,6.919,54.851,113086475,366015
"Me, Myself & Irene",2000-06-22,1145800,Q844506,6.587,24.3,149270999,147972
How to Lose a Guy in 10 Days,2003-02-07,570321,Q1327370,6.754,22.124,177502387,249651
The Road to El Dorado,2000-03-31,932297,Q866358,7.244,35.059,76432727,213692
Basic Instinct,1992-03-20,481649,Q146673,6.888,34.473,352927224,242589
Vicky Cristina Barcelona,2008-08-15,10780993,Q212123,6.792,15.457,96409300,175104
The Bucket List,2007-12-25,7404698,Q463768,7.181,20.429,175372502,98515
As Good as It Gets,1997-12-19,142447,Q221594,7.393,22.439,314178011,239918
You Don't Mess with the Zohan,2008-06-05,9513043,Q958417,5.702,36.851,204313400,128651
Jennifer's Body,2009-09-18,15713038,Q861640,5.912,33.079,31556061,434666
Molly's Game,2017-12-07,49042260,Q27888445,7.154,16.556,59284015,292389
Underworld: Blood Wars,2016-11-24,43826849,Q21130624,5.837,37.242,81093313,84101
The Killing of a Sacred Deer,2017-10-20,51436403,Q27492140,7.015,20.157,7027336,664254
The Deer Hunter,1978-12-08,73425,Q201674,7.997,24.097,49000000,390978
Gone Baby Gone,2007-09-18,5565988,Q247182,7.302,16.593,34619699,186708
Drag Me to Hell,2009-03-15,20469278,Q632737,6.404,32.888,90810892,256016
The Angry Birds Movie,2016-05-11,39417597,Q18703062,6.205,24.75,349779543,94124
Crazy Rich Asians,2018-08-15,53746366,Q29588623,7.074,21.434,238539198,485304
Kubo and the Two Strings,2016-08-18,45062970,Q18786471,7.64,24.598,76249438,139321
The Last Witch Hunter,2015-10-21,39497424,Q17984058,5.948,27.719,146936910,89915
Memories of Murder,2003-05-02,2746792,Q488169,8.066,29.117,26000000,188978
Saw IV,2007-10-25,7694669,Q326319,6.155,92.954,139352633,93569
Waterworld,1995-07-28,637256,Q272595,6.193,30.974,264218220,259759
Secret Window,2004-03-12,518928,Q472165,6.578,18.194,92913171,83350
Sierra Burgess Is a Loser,2018-09-07,55097768,Q38463402,6.324,9.052,0,7554
Underworld: Rise of the Lycans,2009-01-22,15465392,Q755715,6.501,34.037,92158961,51659
The Monuments Men,2014-01-24,37680673,Q4407383,6.037,25.23,154984035,125685
The Lives of Others,2006-03-15,5454803,Q153882,8.035,16.036,70000000,77407
Road to Perdition,2002-07-12,342741,Q468033,7.352,20.816,181001478,194712
High School Musical 3: Senior Year,2008-10-11,9391085,Q53115,6.563,22.254,252909177,89194
The Ugly Truth,2009-07-24,17901762,Q922630,6.493,30.079,321682600,70731
Falling Down,1993-02-26,19625929,Q289598,7.368,30.71,40903593,312938
The Handmaiden,2016-06-01,48547741,Q20444585,8.246,55.173,38600000,168069
Scream 4,2011-04-11,19787914,Q323392,6.4,42.02,97231420,188718
The Naked Gun: From the Files of Police Squad!,1988-12-02,228355,Q832047,7.233,27.114,78756177,109328
Mad Max 2,1981-12-24,262465,Q1125262,7.387,28.588,24600832,399502
Big Eyes,2014-12-24,38997095,Q10858674,6.989,17.203,28883511,104671
Transporter 2,2005-08-03,2409484,Q841114,6.311,27.185,89083229,27025
Bad Times at the El Royale,2018-10-04,55011530,Q48988117,6.83,16.267,31882724,204790
Enemy at the Gates,2001-03-14,375183,Q271006,7.405,22.953,96976270,132021
Transformers: Rise of the Beasts,2023-06-06,67236069,Q107174193,7.492,616.74,429800000,519337
